location_id,countryID,longitude,latitude,locationName,isMobile,isMonitor,provider,sensorID,instruments,sensorParameterID,firstUpdated,lastUpdated
2996395,ZA,31.02616,-29.7635,Northmead Industrial ,False,False,AirGradient,"10127756, 10127767, 10127768, 10127750, 10127749, 10127762",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-07-30T19:00:00Z,2025-10-13T09:00:00Z
2999471,ZA,31.05676,-29.75654,La Lucia ,False,False,AirGradient,"10138380, 10141754, 10138382, 10141755, 10141756, 10138383, 10138376, 10138378, 10141758, 10141757, 10138374","AirGradient Sensor, AirGradient Sensor","19, 19, 1, 1, 2, 2, 98, 100, 100, 128, 125",2024-07-31T18:00:00Z,2025-10-13T09:00:00Z
3021125,ZA,28.15609,-25.68151,PTA-NORTH,False,False,AirGradient,"10297056, 10297058, 10297051, 10297049, 10297043, 10297055",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-08-17T12:00:00Z,2025-10-13T09:00:00Z
3025461,ZA,31.13258,-29.63854,La Mercy,False,False,AirGradient,"10330106, 10330104, 10330109, 10330099, 10330087, 10330091",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-08-20T16:00:00Z,2024-11-28T03:00:00Z
3029499,ZA,31.08598,-29.49257,"CAP / ISI, KZN, ZA.",False,False,AirGradient,"10360018, 10360007, 10360020, 10360001, 10359997, 10360008",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-08-23T09:00:00Z,2025-09-11T15:00:00Z
3140021,ZA,31.24162,-29.47354,"DOC / CAP 02, KZN, ZA.",False,False,AirGradient,"10974423, 10974410, 10974437, 10974436, 10974431, 10974438",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-10-16T15:00:00Z,2024-10-17T06:00:00Z
3290366,ZA,31.11988,-29.55722,"CAP / TSM SW, KZN. ZA.",False,False,AirGradient,"11461704, 11461720, 11461713, 11461707, 11461718, 11461708",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-11-28T12:00:00Z,2025-10-13T09:00:00Z
4147111,ZA,17.98711,-32.90876,"Test - Vredenburg, WC, ZA.",False,False,AirGradient,"14153880, 14153881, 14153882, 14153883, 14153884",N/A,"19, 2, 98, 100, 125",2025-09-19T00:00:00Z,2025-10-13T09:00:00Z
5428435,ZA,32.10153,-28.77185,"Meerensee, KZN, ZA.",False,False,AirGradient,"13858897, 13858898, 13858899, 13858900, 13858901",AirGradient Sensor,"19, 2, 98, 100, 125",2025-08-14T10:00:00Z,2025-10-13T09:00:00Z
5680303,ZA,31.74316,-28.95908,"Mtunzini, KZN, ZA.",False,False,AirGradient,"14043982, 14043983, 14043984, 14043985, 14043986",AirGradient Sensor,"19, 2, 98, 100, 125",2025-09-05T13:00:00Z,2025-10-13T09:00:00Z
